countryIsoCode,country,indexCode,index,dimension,indicatorCode,indicator,year,value,note
CHL,Chile,IHDI,Inequality-adjusted Human Development Index,,loss,Overall loss (%),2019,16.414,
CHL,Chile,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2019,13.613,
CHL,Chile,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2019,14.6,
CHL,Chile,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2019,10.935,
CHL,Chile,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2019,10.841,
CHL,Chile,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2019,11.046,
CHL,Chile,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2019,0.79,
CHL,Chile,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2019,22.727,
CHL,Chile,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2019,77.273,
CHL,Chile,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2019,80.69,
CHL,Chile,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2019,83.303,
CHN,China,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,12.939,
CHN,China,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2019,7.54,
CHN,China,IHDI,Inequality-adjusted Human Development Index,,coef_ineq,Coefficient of human inequality,2019,15.617,
CHN,China,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2019,12.774,
CHN,China,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2019,14.962,
CHN,China,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2019,15.367,
CHN,China,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2019,14.609,
CHN,China,GDI,Gender Development Index,,gdi,Gender Development Index (value),2019,0.957,
CHN,China,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2019,0.187,
CHN,China,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2019,11861.1,
CHN,China,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2019,19828.513,
CHN,China,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2019,15933.621,
CHN,China,HDI,Human Development Index,,hdi,Human Development Index (value),2019,0.775,
CHN,China,GDI,Gender Development Index,,hdi_f,HDI female,2019,0.756,
CHN,China,GDI,Gender Development Index,,hdi_m,HDI male,2019,0.79,
CHN,China,IHDI,Inequality-adjusted Human Development Index,,ihdi,Inequality-adjusted Human Development Index (value),2019,0.648,
CHN,China,IHDI,Inequality-adjusted Human Development Index,,ineq_edu,Inequality in eduation,2019,10.293,
CHN,China,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2019,30.694,
CHN,China,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2019,5.864,
CHN,China,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2019,77.968,
CHN,China,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2019,80.816,
CHN,China,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2019,75.298,
CHN,China,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2019,55.63,
CHN,China,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2019,76.13,
CHN,China,IHDI,Inequality-adjusted Human Development Index,,loss,Overall loss (%),2019,16.387,
CHN,China,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2019,21.944,
CHN,China,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2019,20.397,
CHN,China,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2019,7.96,
CHN,China,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2019,7.25,
CHN,China,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2019,8.671,
CHN,China,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2019,0.676,
CHN,China,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2019,24.941,
CHN,China,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2019,75.059,
CHN,China,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2019,78.282,
CHN,China,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2019,85.354,
CIV,Côte d'Ivoire,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,107.17,
CIV,Côte d'Ivoire,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2019,0.403,
CIV,Côte d'Ivoire,IHDI,Inequality-adjusted Human Development Index,,coef_ineq,Coefficient of human inequality,2019,40.249,
CIV,Côte d'Ivoire,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2019,9.922,
CIV,Côte d'Ivoire,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2019,9.279,
CIV,Côte d'Ivoire,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2019,10.549,
CIV,Côte d'Ivoire,GDI,Gender Development Index,,gdi,Gender Development Index (value),2019,0.851,
CIV,Côte d'Ivoire,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2019,0.623,
CIV,Côte d'Ivoire,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2019,3633.273,
CIV,Côte d'Ivoire,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2019,6318.297,
CIV,Côte d'Ivoire,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2019,4990.608,
CIV,Côte d'Ivoire,HDI,Human Development Index,,hdi,Human Development Index (value),2019,0.529,
CIV,Côte d'Ivoire,GDI,Gender Development Index,,hdi_f,HDI female,2019,0.484,
CIV,Côte d'Ivoire,GDI,Gender Development Index,,hdi_m,HDI male,2019,0.569,
CIV,Côte d'Ivoire,IHDI,Inequality-adjusted Human Development Index,,ihdi,Inequality-adjusted Human Development Index (value),2019,0.314,
CIV,Côte d'Ivoire,IHDI,Inequality-adjusted Human Development Index,,ineq_edu,Inequality in eduation,2019,45.609,
CIV,Côte d'Ivoire,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2019,43.446,
CIV,Côte d'Ivoire,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2019,31.693,
CIV,Côte d'Ivoire,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2019,59.319,
CIV,Côte d'Ivoire,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2019,60.59,
CIV,Côte d'Ivoire,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2019,58.162,
CIV,Côte d'Ivoire,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2019,56.24,
CIV,Côte d'Ivoire,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2019,72.84,
CIV,Côte d'Ivoire,IHDI,Inequality-adjusted Human Development Index,,loss,Overall loss (%),2019,40.643,
CIV,Côte d'Ivoire,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2019,482.861,
CIV,Côte d'Ivoire,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2019,4.163,
CIV,Côte d'Ivoire,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2019,2.99,
CIV,Côte d'Ivoire,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2019,5.337,
CIV,Côte d'Ivoire,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2019,13.277,
CIV,Côte d'Ivoire,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2019,86.723,
CIV,Côte d'Ivoire,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2019,13.118,
CIV,Côte d'Ivoire,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2019,28.79,
CMR,Cameroon,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,114.532,
CMR,Cameroon,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2019,0.372,
CMR,Cameroon,IHDI,Inequality-adjusted Human Development Index,,coef_ineq,Coefficient of human inequality,2019,38.19,
CMR,Cameroon,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2019,1.706,
CMR,Cameroon,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2019,13.057,
CMR,Cameroon,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2019,12.322,
CMR,Cameroon,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2019,13.793,
CMR,Cameroon,GDI,Gender Development Index,,gdi,Gender Development Index (value),2019,0.892,
CMR,Cameroon,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2019,0.564,
CMR,Cameroon,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2019,2982.959,
CMR,Cameroon,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2019,4371.474,
CMR,Cameroon,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2019,3675.295,
CMR,Cameroon,HDI,Human Development Index,,hdi,Human Development Index (value),2019,0.586,
CMR,Cameroon,GDI,Gender Development Index,,hdi_f,HDI female,2019,0.553,
CMR,Cameroon,GDI,Gender Development Index,,hdi_m,HDI male,2019,0.619,
CMR,Cameroon,IHDI,Inequality-adjusted Human Development Index,,ihdi,Inequality-adjusted Human Development Index (value),2019,0.357,
CMR,Cameroon,IHDI,Inequality-adjusted Human Development Index,,ineq_edu,Inequality in eduation,2019,31.717,
CMR,Cameroon,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2019,52.86,
CMR,Cameroon,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2019,29.995,
CMR,Cameroon,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2019,61.584,
CMR,Cameroon,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2019,62.996,
CMR,Cameroon,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2019,60.186,
CMR,Cameroon,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2019,63.32,
CMR,Cameroon,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2019,75.26,
CMR,Cameroon,IHDI,Inequality-adjusted Human Development Index,,loss,Overall loss (%),2019,39.078,
CMR,Cameroon,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2019,4.314,
CMR,Cameroon,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2019,439.768,
CMR,Cameroon,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2019,6.479,
CMR,Cameroon,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2019,5.567,
CMR,Cameroon,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2019,7.506,
CMR,Cameroon,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2019,0.576,
CMR,Cameroon,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2019,29.286,
CMR,Cameroon,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2019,70.714,
CMR,Cameroon,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2019,23.909,
CMR,Cameroon,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2019,38.807,
COD,Congo (Democratic Republic of the),GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,110.747,
COD,Congo (Democratic Republic of the),PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2019,0.04,
COD,Congo (Democratic Republic of the),IHDI,Inequality-adjusted Human Development Index,,coef_ineq,Coefficient of human inequality,2019,34.978,
COD,Congo (Democratic Republic of the),PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2019,0.84,
COD,Congo (Democratic Republic of the),HDI,Human Development Index,,eys,Expected Years of Schooling (years),2019,9.516,
COD,Congo (Democratic Republic of the),GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2019,9.327,
COD,Congo (Democratic Republic of the),GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2019,9.804,
COD,Congo (Democratic Republic of the),GDI,Gender Development Index,,gdi,Gender Development Index (value),2019,0.877,
COD,Congo (Democratic Republic of the),GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2019,0.618,
COD,Congo (Democratic Republic of the),GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2019,845.739,
COD,Congo (Democratic Republic of the),GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2019,1152.918,
COD,Congo (Democratic Republic of the),HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2019,998.122,
COD,Congo (Democratic Republic of the),HDI,Human Development Index,,hdi,Human Development Index (value),2019,0.476,
COD,Congo (Democratic Republic of the),GDI,Gender Development Index,,hdi_f,HDI female,2019,0.446,
COD,Congo (Democratic Republic of the),GDI,Gender Development Index,,hdi_m,HDI male,2019,0.508,
COD,Congo (Democratic Republic of the),IHDI,Inequality-adjusted Human Development Index,,ihdi,Inequality-adjusted Human Development Index (value),2019,0.308,
COD,Congo (Democratic Republic of the),IHDI,Inequality-adjusted Human Development Index,,ineq_edu,Inequality in eduation,2019,26.769,
COD,Congo (Democratic Republic of the),IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2019,44.815,
COD,Congo (Democratic Republic of the),IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2019,33.349,
COD,Congo (Democratic Republic of the),HDI,Human Development Index,,le,Life Expectancy at Birth (years),2019,60.276,
COD,Congo (Democratic Republic of the),GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2019,62.243,
COD,Congo (Democratic Republic of the),GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2019,58.335,
COD,Congo (Democratic Republic of the),GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2019,60.57,
COD,Congo (Democratic Republic of the),GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2019,67.13,
COD,Congo (Democratic Republic of the),IHDI,Inequality-adjusted Human Development Index,,loss,Overall loss (%),2019,35.294,
COD,Congo (Democratic Republic of the),PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2019,2.001,
COD,Congo (Democratic Republic of the),GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2019,540.702,
COD,Congo (Democratic Republic of the),HDI,Human Development Index,,mys,Mean Years of Schooling (years),2019,7.127,
COD,Congo (Democratic Republic of the),GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2019,5.686,
COD,Congo (Democratic Republic of the),GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2019,8.805,
COD,Congo (Democratic Republic of the),PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2019,0.472,
COD,Congo (Democratic Republic of the),GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2019,11.987,
COD,Congo (Democratic Republic of the),GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2019,88.013,
COD,Congo (Democratic Republic of the),GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2019,36.884,
COD,Congo (Democratic Republic of the),GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2019,64.715,
COG,Congo,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,106.697,
COG,Congo,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2019,1.309,
COG,Congo,IHDI,Inequality-adjusted Human Development Index,,coef_ineq,Coefficient of human inequality,2019,33.287,
COG,Congo,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2019,2.349,
COG,Congo,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2019,12.157,
COG,Congo,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2019,12.632,
COG,Congo,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2019,11.741,
COG,Congo,GDI,Gender Development Index,,gdi,Gender Development Index (value),2019,0.9,
COG,Congo,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2019,0.589,
COG,Congo,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2019,2224.358,
COG,Congo,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2019,4238.609,
COG,Congo,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2019,3230.177,
COG,Congo,HDI,Human Development Index,,hdi,Human Development Index (value),2019,0.596,
COG,Congo,GDI,Gender Development Index,,hdi_f,HDI female,2019,0.562,
COG,Congo,GDI,Gender Development Index,,hdi_m,HDI male,2019,0.625,
COG,Congo,IHDI,Inequality-adjusted Human Development Index,,ihdi,Inequality-adjusted Human Development Index (value),2019,0.385,
COG,Congo,IHDI,Inequality-adjusted Human Development Index,,ineq_edu,Inequality in eduation,2019,20.932,
COG,Congo,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2019,55.114,
COG,Congo,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2019,23.815,
COG,Congo,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2019,62.747,
COG,Congo,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2019,64.165,
COG,Congo,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2019,61.346,
COG,Congo,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2019,40.48,
COG,Congo,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2019,62.55,
COG,Congo,IHDI,Inequality-adjusted Human Development Index,,loss,Overall loss (%),2019,35.403,
COG,Congo,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2019,4.161,
COG,Congo,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2019,292.121,
COG,Congo,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2019,8.232,
COG,Congo,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2019,7.216,
COG,Congo,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2019,9.373,
COG,Congo,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2019,0.582,
COG,Congo,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2019,13.636,
COG,Congo,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2019,86.364,
COG,Congo,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2019,31.803,
COG,Congo,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2019,49.742,
COL,Colombia,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,61.82,
COL,Colombia,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2019,1.883,
COL,Colombia,IHDI,Inequality-adjusted Human Development Index,,coef_ineq,Coefficient of human inequality,2019,22.42,
COL,Colombia,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2019,4.036,
COL,Colombia,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2019,14.524,
COL,Colombia,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2019,14.725,
COL,Colombia,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2019,14.328,
COL,Colombia,GDI,Gender Development Index,,gdi,Gender Development Index (value),2019,0.991,
COL,Colombia,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2019,0.408,
COL,Colombia,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2019,11697.849,
COL,Colombia,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2019,16955.415,
COL,Colombia,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2019,14293.696,
COL,Colombia,HDI,Human Development Index,,hdi,Human Development Index (value),2019,0.768,
COL,Colombia,GDI,Gender Development Index,,hdi_f,HDI female,2019,0.763,
COL,Colombia,GDI,Gender Development Index,,hdi_m,HDI male,2019,0.77,
COL,Colombia,IHDI,Inequality-adjusted Human Development Index,,ihdi,Inequality-adjusted Human Development Index (value),2019,0.587,
COL,Colombia,IHDI,Inequality-adjusted Human Development Index,,ineq_edu,Inequality in eduation,2019,18.104,
COL,Colombia,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2019,39.715,
COL,Colombia,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2019,9.44,
COL,Colombia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2019,76.752,
COL,Colombia,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2019,79.721,
COL,Colombia,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2019,73.8,
COL,Colombia,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2019,52.58,
COL,Colombia,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2019,77.02,
COL,Colombia,IHDI,Inequality-adjusted Human Development Index,,loss,Overall loss (%),2019,23.568,
COL,Colombia,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2019,8.041,
COL,Colombia,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2019,65.441,
COL,Colombia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2019,8.643,
COL,Colombia,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2019,8.81,
COL,Colombia,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2019,8.463,
COL,Colombia,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2019,0.737,
COL,Colombia,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2019,19.565,
COL,Colombia,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2019,80.435,
COL,Colombia,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2019,57.16,
COL,Colombia,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2019,54.35,
COM,Comoros,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,60.615,
COM,Comoros,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2019,0.394,
COM,Comoros,IHDI,Inequality-adjusted Human Development Index,,coef_ineq,Coefficient of human inequality,2019,42.302,
COM,Comoros,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2019,12.786,
COM,Comoros,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2019,13.036,
COM,Comoros,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2019,12.567,
COM,Comoros,GDI,Gender Development Index,,gdi,Gender Development Index (value),2019,0.905,
COM,Comoros,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2019,2302.486,
COM,Comoros,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2019,4301.853,
COM,Comoros,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2019,3306.297,
COM,Comoros,HDI,Human Development Index,,hdi,Human Development Index (value),2019,0.584,
COM,Comoros,GDI,Gender Development Index,,hdi_f,HDI female,2019,0.553,
COM,Comoros,GDI,Gender Development Index,,hdi_m,HDI male,2019,0.61,
COM,Comoros,IHDI,Inequality-adjusted Human Development Index,,ihdi,Inequality-adjusted Human Development Index (value),2019,0.331,
COM,Comoros,IHDI,Inequality-adjusted Human Development Index,,ineq_edu,Inequality in eduation,2019,47.614,
COM,Comoros,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2019,52.444,
COM,Comoros,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2019,26.848,
COM,Comoros,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2019,64.068,
COM,Comoros,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2019,66.306,
COM,Comoros,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2019,62.009,
COM,Comoros,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2019,38.82,
COM,Comoros,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2019,58.68,
COM,Comoros,IHDI,Inequality-adjusted Human Development Index,,loss,Overall loss (%),2019,43.322,
COM,Comoros,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2019,236.596,
COM,Comoros,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2019,5.981,
COM,Comoros,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2019,4.999,
COM,Comoros,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2019,7.07,
COM,Comoros,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2019,6.061,
COM,Comoros,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2019,93.939,
CPV,Cabo Verde,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,56.453,
CPV,Cabo Verde,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2019,0.972,
CPV,Cabo Verde,IHDI,Inequality-adjusted Human Development Index,,coef_ineq,Coefficient of human inequality,2019,27.424,
CPV,Cabo Verde,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2019,11.697,
