countryIsoCode,country,indexCode,index,dimension,indicatorCode,indicator,year,value
BRA,Brazil,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2010,76.592
BRA,Brazil,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2010,69.844
BRA,Brazil,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,56.2
BRA,Brazil,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,78.67
BRA,Brazil,IHDI,Inequality-adjusted Human Development Index,,loss,Overall loss (%),2010,24.238
BRA,Brazil,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2010,17.714
BRA,Brazil,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,63.855
BRA,Brazil,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2010,6.878
BRA,Brazil,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2010,7.045
BRA,Brazil,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2010,6.696
BRA,Brazil,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2010,0.666
BRA,Brazil,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,9.596
BRA,Brazil,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,90.404
BRA,Brazil,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,52.015
BRA,Brazil,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,49.086
BRB,Barbados,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,45.138
BRB,Barbados,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2010,6.717
BRB,Barbados,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2010,15.72
BRB,Barbados,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2010,16.901
BRB,Barbados,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2010,14.525
BRB,Barbados,GDI,Gender Development Index,,gdi,Gender Development Index (value),2010,1.011
BRB,Barbados,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.35
BRB,Barbados,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2010,12987.467
BRB,Barbados,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2010,18513.794
BRB,Barbados,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2010,15623.612
BRB,Barbados,HDI,Human Development Index,,hdi,Human Development Index (value),2010,0.792
BRB,Barbados,GDI,Gender Development Index,,hdi_f,HDI female,2010,0.792
BRB,Barbados,GDI,Gender Development Index,,hdi_m,HDI male,2010,0.784
BRB,Barbados,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2010,48.984
BRB,Barbados,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2010,9.731
BRB,Barbados,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2010,75.712
BRB,Barbados,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2010,77.68
BRB,Barbados,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2010,73.567
BRB,Barbados,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,61.9
BRB,Barbados,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,71.8
BRB,Barbados,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,53.287
BRB,Barbados,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2010,9.654
BRB,Barbados,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2010,9.822
BRB,Barbados,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2010,9.119
BRB,Barbados,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,19.608
BRB,Barbados,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,80.392
BRB,Barbados,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,89.638
BRB,Barbados,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,81.538
BRN,Brunei Darussalam,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,15.721
BRN,Brunei Darussalam,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2010,20.243
BRN,Brunei Darussalam,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2010,22.182
BRN,Brunei Darussalam,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2010,13.874
BRN,Brunei Darussalam,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2010,14.165
BRN,Brunei Darussalam,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2010,13.61
BRN,Brunei Darussalam,GDI,Gender Development Index,,gdi,Gender Development Index (value),2010,0.974
BRN,Brunei Darussalam,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2010,49729.218
BRN,Brunei Darussalam,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2010,81428.119
BRN,Brunei Darussalam,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2010,66217.425
BRN,Brunei Darussalam,HDI,Human Development Index,,hdi,Human Development Index (value),2010,0.825
BRN,Brunei Darussalam,GDI,Gender Development Index,,hdi_f,HDI female,2010,0.811
BRN,Brunei Darussalam,GDI,Gender Development Index,,hdi_m,HDI male,2010,0.832
BRN,Brunei Darussalam,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2010,14.607
BRN,Brunei Darussalam,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2010,6.85
BRN,Brunei Darussalam,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2010,74.849
BRN,Brunei Darussalam,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2010,77.142
BRN,Brunei Darussalam,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2010,72.843
BRN,Brunei Darussalam,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,59.95
BRN,Brunei Darussalam,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,78.1
BRN,Brunei Darussalam,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2010,25.154
BRN,Brunei Darussalam,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,41.829
BRN,Brunei Darussalam,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2010,8.77
BRN,Brunei Darussalam,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2010,8.48
BRN,Brunei Darussalam,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2010,8.98
BRN,Brunei Darussalam,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2010,0.642
BRN,Brunei Darussalam,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,63.86
BRN,Brunei Darussalam,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,67.77
BTN,Bhutan,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,38.769
BTN,Bhutan,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2010,0.691
BTN,Bhutan,IHDI,Inequality-adjusted Human Development Index,,coef_ineq,Coefficient of human inequality,2010,34.739
BTN,Bhutan,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2010,6.529
BTN,Bhutan,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2010,11.802
BTN,Bhutan,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2010,12.21
BTN,Bhutan,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2010,11.431
BTN,Bhutan,GDI,Gender Development Index,,gdi,Gender Development Index (value),2010,0.948
BTN,Bhutan,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.476
BTN,Bhutan,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2010,6906.958
BTN,Bhutan,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2010,8019.593
BTN,Bhutan,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2010,7499.17
BTN,Bhutan,HDI,Human Development Index,,hdi,Human Development Index (value),2010,0.582
BTN,Bhutan,GDI,Gender Development Index,,hdi_f,HDI female,2010,0.567
BTN,Bhutan,GDI,Gender Development Index,,hdi_m,HDI male,2010,0.598
BTN,Bhutan,IHDI,Inequality-adjusted Human Development Index,,ihdi,Inequality-adjusted Human Development Index (value),2010,0.376
BTN,Bhutan,IHDI,Inequality-adjusted Human Development Index,,ineq_edu,Inequality in eduation,2010,44.811
BTN,Bhutan,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2010,38.73
BTN,Bhutan,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2010,20.675
BTN,Bhutan,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2010,68.43
BTN,Bhutan,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2010,70.092
BTN,Bhutan,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2010,67.027
BTN,Bhutan,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,63.87
BTN,Bhutan,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,72.81
BTN,Bhutan,IHDI,Inequality-adjusted Human Development Index,,loss,Overall loss (%),2010,35.395
BTN,Bhutan,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2010,17.013
BTN,Bhutan,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,116.566
BTN,Bhutan,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2010,2.36
BTN,Bhutan,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2010,1.519
BTN,Bhutan,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2010,3.206
BTN,Bhutan,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2010,0.544
BTN,Bhutan,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,13.889
BTN,Bhutan,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,86.111
BTN,Bhutan,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,3.303
BTN,Bhutan,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,9.484
BWA,Botswana,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,52.223
BWA,Botswana,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2010,2.169
BWA,Botswana,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2010,6.288
BWA,Botswana,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2010,11.683
BWA,Botswana,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2010,11.807
BWA,Botswana,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2010,11.648
BWA,Botswana,GDI,Gender Development Index,,gdi,Gender Development Index (value),2010,0.972
BWA,Botswana,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.502
BWA,Botswana,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2010,11043.216
BWA,Botswana,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2010,13323.146
BWA,Botswana,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2010,12163.343
BWA,Botswana,HDI,Human Development Index,,hdi,Human Development Index (value),2010,0.652
BWA,Botswana,GDI,Gender Development Index,,hdi_f,HDI female,2010,0.643
BWA,Botswana,GDI,Gender Development Index,,hdi_m,HDI male,2010,0.661
BWA,Botswana,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2010,53.306
BWA,Botswana,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2010,24.608
BWA,Botswana,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2010,60.013
BWA,Botswana,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2010,61.829
BWA,Botswana,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2010,58.093
BWA,Botswana,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,52.87
BWA,Botswana,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,66.33
BWA,Botswana,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2010,13.77
BWA,Botswana,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,155.899
BWA,Botswana,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2010,8.87
BWA,Botswana,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2010,8.68
BWA,Botswana,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2010,9.06
BWA,Botswana,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2010,0.611
BWA,Botswana,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,7.937
BWA,Botswana,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,92.063
BWA,Botswana,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,73.62
BWA,Botswana,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,77.85
CAF,Central African Republic,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,167.675
CAF,Central African Republic,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2010,0.036
CAF,Central African Republic,IHDI,Inequality-adjusted Human Development Index,,coef_ineq,Coefficient of human inequality,2010,47.122
CAF,Central African Republic,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2010,1.12
CAF,Central African Republic,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2010,6.018
CAF,Central African Republic,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2010,4.869
CAF,Central African Republic,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2010,7.011
CAF,Central African Republic,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2010,1146.737
CAF,Central African Republic,HDI,Human Development Index,,hdi,Human Development Index (value),2010,0.357
CAF,Central African Republic,IHDI,Inequality-adjusted Human Development Index,,ihdi,Inequality-adjusted Human Development Index (value),2010,0.184
CAF,Central African Republic,IHDI,Inequality-adjusted Human Development Index,,ineq_edu,Inequality in eduation,2010,34.55
CAF,Central African Republic,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2010,62.026
CAF,Central African Republic,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2010,44.791
CAF,Central African Republic,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2010,49.255
CAF,Central African Republic,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2010,50.534
CAF,Central African Republic,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2010,48.054
CAF,Central African Republic,IHDI,Inequality-adjusted Human Development Index,,loss,Overall loss (%),2010,48.459
CAF,Central African Republic,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2010,3.04
CAF,Central African Republic,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,1051.567
CAF,Central African Republic,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2010,3.237
CAF,Central African Republic,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2010,1.982
CAF,Central African Republic,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2010,4.728
CAF,Central African Republic,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2010,0.353
CAF,Central African Republic,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,9.615
CAF,Central African Republic,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,90.385
CAF,Central African Republic,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,10.11
CAF,Central African Republic,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,26.72
CAN,Canada,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,13.964
CAN,Canada,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2010,16.372
CAN,Canada,IHDI,Inequality-adjusted Human Development Index,,coef_ineq,Coefficient of human inequality,2010,8.479
CAN,Canada,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2010,25.576
CAN,Canada,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2010,15.177
CAN,Canada,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2010,15.58
CAN,Canada,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2010,14.784
CAN,Canada,GDI,Gender Development Index,,gdi,Gender Development Index (value),2010,0.981
CAN,Canada,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.139
CAN,Canada,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2010,34658.278
CAN,Canada,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2010,53431.012
CAN,Canada,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2010,43961.938
CAN,Canada,HDI,Human Development Index,,hdi,Human Development Index (value),2010,0.911
CAN,Canada,GDI,Gender Development Index,,hdi_f,HDI female,2010,0.901
CAN,Canada,GDI,Gender Development Index,,hdi_m,HDI male,2010,0.919
CAN,Canada,IHDI,Inequality-adjusted Human Development Index,,ihdi,Inequality-adjusted Human Development Index (value),2010,0.832
CAN,Canada,IHDI,Inequality-adjusted Human Development Index,,ineq_edu,Inequality in eduation,2010,3.1
CAN,Canada,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2010,17.68
CAN,Canada,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2010,4.655
CAN,Canada,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2010,81.347
CAN,Canada,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2010,83.457
CAN,Canada,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2010,79.121
CAN,Canada,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,62.39
CAN,Canada,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,71.87
CAN,Canada,IHDI,Inequality-adjusted Human Development Index,,loss,Overall loss (%),2010,8.672
CAN,Canada,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2010,42.059
CAN,Canada,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,11.94
CAN,Canada,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2010,13.514
CAN,Canada,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2010,13.501
CAN,Canada,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2010,13.53
CAN,Canada,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2010,0.678
CAN,Canada,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,24.938
CAN,Canada,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,75.062
CAN,Canada,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,93.358
CAN,Canada,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,93.832
CHE,Switzerland,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,4.083
CHE,Switzerland,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2010,5.758
CHE,Switzerland,IHDI,Inequality-adjusted Human Development Index,,coef_ineq,Coefficient of human inequality,2010,7.609
CHE,Switzerland,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2010,16.17
CHE,Switzerland,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2010,15.68
CHE,Switzerland,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2010,15.585
CHE,Switzerland,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2010,15.776
CHE,Switzerland,GDI,Gender Development Index,,gdi,Gender Development Index (value),2010,0.965
CHE,Switzerland,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.057
CHE,Switzerland,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2010,54549.278
CHE,Switzerland,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2010,83186.064
CHE,Switzerland,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2010,68652.05
CHE,Switzerland,HDI,Human Development Index,,hdi,Human Development Index (value),2010,0.94
CHE,Switzerland,GDI,Gender Development Index,,hdi_f,HDI female,2010,0.92
CHE,Switzerland,GDI,Gender Development Index,,hdi_m,HDI male,2010,0.953
CHE,Switzerland,IHDI,Inequality-adjusted Human Development Index,,ihdi,Inequality-adjusted Human Development Index (value),2010,0.867
CHE,Switzerland,IHDI,Inequality-adjusted Human Development Index,,ineq_edu,Inequality in eduation,2010,2.348
CHE,Switzerland,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2010,16.795
CHE,Switzerland,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2010,3.683
CHE,Switzerland,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2010,82.283
CHE,Switzerland,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2010,84.36
CHE,Switzerland,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2010,80.023
CHE,Switzerland,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,59.98
CHE,Switzerland,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,74.35
CHE,Switzerland,IHDI,Inequality-adjusted Human Development Index,,loss,Overall loss (%),2010,7.766
CHE,Switzerland,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2010,35.002
CHE,Switzerland,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,8.119
CHE,Switzerland,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2010,13.324
CHE,Switzerland,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2010,12.806
CHE,Switzerland,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2010,13.873
CHE,Switzerland,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2010,0.788
CHE,Switzerland,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,27.642
CHE,Switzerland,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,72.358
CHE,Switzerland,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,95.32
CHE,Switzerland,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,96.653
CHL,Chile,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,53.205
CHL,Chile,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2010,4.196
CHL,Chile,IHDI,Inequality-adjusted Human Development Index,,coef_ineq,Coefficient of human inequality,2010,17.376
CHL,Chile,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2010,7.749
CHL,Chile,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2010,15.098
CHL,Chile,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2010,15.205
CHL,Chile,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2010,14.996
CHL,Chile,GDI,Gender Development Index,,gdi,Gender Development Index (value),2010,0.955
CHL,Chile,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.351
CHL,Chile,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2010,12794.365
CHL,Chile,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2010,26963.1
CHL,Chile,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2010,19825.323
CHL,Chile,HDI,Human Development Index,,hdi,Human Development Index (value),2010,0.813
CHL,Chile,GDI,Gender Development Index,,hdi_f,HDI female,2010,0.791
CHL,Chile,GDI,Gender Development Index,,hdi_m,HDI male,2010,0.828
CHL,Chile,IHDI,Inequality-adjusted Human Development Index,,ihdi,Inequality-adjusted Human Development Index (value),2010,0.663
CHL,Chile,IHDI,Inequality-adjusted Human Development Index,,ineq_edu,Inequality in eduation,2010,10.039
CHL,Chile,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2010,35.738
CHL,Chile,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2010,6.352
CHL,Chile,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2010,78.501
CHL,Chile,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2010,81.213
CHL,Chile,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2010,75.734
CHL,Chile,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,45.53
